"Method","Mean_Abs_SMD","Max_Abs_SMD","OVL"
"ps_threshold",0.652407609711023,3.27810328765868,0.427349904780173
"common_range",0.394049842500827,1.80923166129511,0.498272136604902
"stuermer",0.0840377360591381,0.291318427143962,0.725351526669913
"walker",0.282257506883259,1.17317577844095,0.545331154495976
"crump",0.271747544926993,1.11602491181596,0.553271789003823
"nn_ps_threshold",0.0149028176832563,0.0538507217895364,0.735626708232896
"nn_common_range",0.04645720919153,0.160428687217303,0.699736940824988
"nn_stuermer",0.045468503021057,0.174281066438837,0.802831936150809
"nn_walker",0.0262553492024756,0.120147215550283,0.69537677220841
"nn_crump",0.0220095879932587,0.0828449401667484,0.72292487849058
"k2_ps_threshold",0.0229751891489626,0.0813054188536377,0.676673688356565
"k2_common_range",0.0267880891966392,0.0957254045274516,0.657917818003948
"k2_stuermer",0.0379610175787618,0.144142235400542,0.779206011510771
"k2_walker",0.0178009389126624,0.0516721846898633,0.650744364580051
"k2_crump",0.0297604052967061,0.0748164277067688,0.673680378528556
"k3_ps_threshold",0.0173182097758044,0.0920525158795487,0.637180186153572
"k3_common_range",0.0150223874394492,0.0496353949401594,0.628644398338006
"k3_stuermer",0.0243693081995726,0.0769133129984031,0.768263552986391
"k3_walker",0.0141611458517567,0.0463393758092707,0.631158348457171
"k3_crump",0.014667542211028,0.0324941689689146,0.637551450556311
"caliper_ps_threshold",0.0149028176832563,0.0538507217895364,0.735626708232896
"caliper_common_range",0.0470285346808301,0.162472166838469,0.698524049992255
"caliper_stuermer",0.0458227405177485,0.181687108364077,0.800509645477755
"caliper_walker",0.0262553492024756,0.120147215550283,0.69537677220841
"caliper_crump",0.0215043855304023,0.0792596550921752,0.723606811392323
"cs_ps_threshold",0.0256622503892202,0.0590157134734182,0.69590372446396
"cs_common_range",0.0394042028425643,0.134061733292944,0.687832615245466
"cs_stuermer",0.0507659963046371,0.149816368546977,0.807140034622625
"cs_walker",0.0329012155733026,0.166573246219999,0.70866817584057
"cs_crump",0.030869749834333,0.0731986226439504,0.709014939403565
"mahvars_ps_threshold",0.523409140409059,2.55470052952067,0.456924415919911
"mahvars_common_range",0.396008468815781,1.81587815516491,0.502112887721612
"mahvars_stuermer",0.0920656848198794,0.28035237765632,0.710329147853694
"mahvars_walker",0.2869287090509,1.19885843343986,0.552712183124247
"mahvars_crump",0.280586276086827,1.15244936763727,0.558246810646385
"optimal_pair_ps_threshold",0.669934277339098,2.47416559561698,0.457070595832916
"optimal_pair_common_range",0.475162283812009,1.72670329954488,0.529304196168038
"optimal_pair_stuermer",0.0571109090077669,0.245431859807743,0.828287504602878
"optimal_pair_walker",0.315040916615955,1.08746207067459,0.605726356604331
"optimal_pair_crump",0.300630536011621,1.03632501665964,0.614771036475952
"optimal_full_ps_threshold",0.00644125427919451,0.0228446961880458,0.427349904780173
"optimal_full_common_range",0.0384664960255952,0.104715560694534,0.498272136604902
"optimal_full_stuermer",0.0530141117256597,0.186817072972157,0.725351526669913
"optimal_full_walker",0.0307467157275924,0.0811790366237012,0.545331154495976
"optimal_full_crump",0.0250001991251398,0.122793846977731,0.553271789003823
"genetic_ps_threshold",0.00326667178818886,0.0120427982668359,0.800932570164415
"genetic_common_range",0.0070697859558246,0.0177269267643429,0.800484787056623
"genetic_stuermer",0.00290243461679507,0.00786230374912121,0.889324649469479
"genetic_walker",0.00327608019049072,0.00643073752508233,0.814079581639022
"genetic_crump",0.00372616744591618,0.00723483342198416,0.813340871039662
"exact_ps_threshold",9.0205620750794e-16,7.105427357601e-15,0.785555760953207
"exact_common_range",2.35922392732846e-16,1.77635683940025e-15,0.832519371742845
"exact_stuermer",1.11022302462516e-15,7.105427357601e-15,0.653520923351543
"exact_walker",0,0,0.767439683937054
"exact_crump",9.0205620750794e-16,7.105427357601e-15,0.764231270297048
"cem_ps_threshold",0.0113051199880249,0.0544503543445339,0.689613682238038
"cem_common_range",0.00341075809729126,0.0163034468194385,0.728527540340506
"cem_stuermer",0.00776397734212683,0.0373022633430491,0.824563695099018
"cem_walker",0.00452207620887419,0.0303998077771998,0.800005915062108
"cem_crump",0.00355933972671594,0.0229979267231171,0.790374738711554
"subcl_ps_threshold",0.22776477901311,1.07089383228063,0.427349904780173
"subcl_common_range",0.138919247528687,0.544120566387395,0.498272136604902
"subcl_stuermer",0.0238503355684018,0.0851208578025479,0.725351526669913
"subcl_walker",0.086948220935811,0.315321547502518,0.545331154495976
"subcl_crump",0.0807161443405137,0.304887211913205,0.553271789003823
